CODRE;NOMRE;NIVEL;COD_TCE;CODRENUMERO;NOMREC;VALIDO;TIPO;IMPORTADO;CODRE_ORIGEM;ENVIADO_TCE;CONTA_SICONFI;CORRELACIONADO;ALTERADO_TCE;N1;N2;N3;N4;N5;N6;N7;N8;N9;N10;PERMITE_DESDOBRO;N11;CONTA_MATRIZ;EXCLUIDO;PK_RECTAB;DB;
7399.99.0.0.00.00;OUTRAS RECEITAS PATRIMONIAIS (INTRA);5;;739999000000;OUTRAS RECEITAS PATRIMONIAIS – INTRA OFSS;S;S;S;7399.99.0.0.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;;;;;;24000000000002352;1;
7399.99.0.1.00.00;OUTRAS RECEITAS PATRIMONIAIS-PRINCIPAL;7;;739999010000;OUTRAS RECEITAS PATRIMONIAIS – PRINCIPAL – INTRA OFSS;S;A;S;7399.99.0.1.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.1.00.00;7399.99.0.1.00.00;7399.99.0.1.00.00;;;;;;24000000000002353;1;
7399.99.0.2.00.00;OUTRAS RECEITAS PATRIMONIAIS - MULTAS E JUROS;7;;739999020000;OUTRAS RECEITAS PATRIMONIAIS – MULTAS E JUROS – INTRA OFSS;S;A;S;7399.99.0.2.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.2.00.00;7399.99.0.2.00.00;7399.99.0.2.00.00;;;;;;24000000000002354;1;
7399.99.0.3.00.00;OUTRAS RECEITAS PATRIMONIAIS -DÍVIDA ATIVA;7;;739999030000;OUTRAS RECEITAS PATRIMONIAIS – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7399.99.0.3.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.3.00.00;7399.99.0.3.00.00;7399.99.0.3.00.00;;;;;;24000000000002355;1;
7399.99.0.4.00.00;OUTRAS RECEITAS PATRIMONIAIS -DÍVIDA ATIVA MULTAS E JUROS;7;;739999040000;OUTRAS RECEITAS PATRIMONIAIS – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7399.99.0.4.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.4.00.00;7399.99.0.4.00.00;7399.99.0.4.00.00;;;;;;24000000000002356;1;
7399.99.0.5.00.00;OUTRAS RECEITAS PATRIMONIAIS - MULTAS;7;;739999050000;OUTRAS RECEITAS PATRIMONIAIS – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7399.99.0.5.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.5.00.00;7399.99.0.5.00.00;7399.99.0.5.00.00;;;;;;24000000000002357;1;
7399.99.0.6.00.00;OUTRAS RECEITAS PATRIMONIAIS - JUROS;7;;739999060000;OUTRAS RECEITAS PATRIMONIAIS – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7399.99.0.6.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.6.00.00;7399.99.0.6.00.00;7399.99.0.6.00.00;;;;;;24000000000002358;1;
7399.99.0.7.00.00;OUTRAS RECEITAS PATRIMONIAIS -DÍVIDA ATIVA MULTAS;7;;739999070000;OUTRAS RECEITAS PATRIMONIAIS – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7399.99.0.7.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.7.00.00;7399.99.0.7.00.00;7399.99.0.7.00.00;;;;;;24000000000002359;1;
7399.99.0.8.00.00;PARTIC.UNIÃO REC.LOT.PROG.ESPEC.-DÍVIDA ATIVA JUROS;7;;739999080000;OUTRAS RECEITAS PATRIMONIAIS – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7399.99.0.8.00.00;;;;;7000.00.0.0.00.00;7300.00.0.0.00.00;7390.00.0.0.00.00;7399.00.0.0.00.00;7399.99.0.0.00.00;7399.99.0.0.00.00;7399.99.0.8.00.00;7399.99.0.8.00.00;7399.99.0.8.00.00;;;;;;24000000000002360;1;
7400.00.0.0.00.00;RECEITA AGROPECUÁRIA (INTRA);2;;740000000000;RECEITA AGROPECUÁRIA – INTRA OFSS;S;S;S;7400.00.0.0.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7400.00.0.0.00.00;7400.00.0.0.00.00;7400.00.0.0.00.00;7400.00.0.0.00.00;7400.00.0.0.00.00;7400.00.0.0.00.00;7400.00.0.0.00.00;;;;;;24000000000002361;1;
7410.00.0.0.00.00;RECEITA AGROPECUÁRIA (INTRA);3;;741000000000;RECEITA AGROPECUÁRIA – INTRA OFSS;S;S;S;7410.00.0.0.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7410.00.0.0.00.00;7410.00.0.0.00.00;7410.00.0.0.00.00;7410.00.0.0.00.00;7410.00.0.0.00.00;7410.00.0.0.00.00;;;;;;24000000000002362;1;
7411.00.0.0.00.00;RECEITA AGROPECUÁRIA (INTRA);4;;741100000000;RECEITA AGROPECUÁRIA – INTRA OFSS;S;S;S;7411.00.0.0.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.00.0.0.00.00;7411.00.0.0.00.00;7411.00.0.0.00.00;7411.00.0.0.00.00;7411.00.0.0.00.00;;;;;;24000000000002363;1;
7411.01.0.0.00.00;RECEITA AGROPECUÁRIA (INTRA);5;;741101000000;RECEITA AGROPECUÁRIA – INTRA OFSS;S;S;S;7411.01.0.0.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;;;;;;24000000000002364;1;
7411.01.0.1.00.00;RECEITA AGROPECUÁRIA - PRINCIPAL;7;;741101010000;RECEITA AGROPECUÁRIA – PRINCIPAL – INTRA OFSS;S;A;S;7411.01.0.1.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.1.00.00;7411.01.0.1.00.00;7411.01.0.1.00.00;;;;;;24000000000002365;1;
7411.01.0.2.00.00;RECEITA AGROPECUÁRIA - MULTAS E JUROS;7;;741101020000;RECEITA AGROPECUÁRIA – MULTAS E JUROS – INTRA OFSS;S;A;S;7411.01.0.2.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.2.00.00;7411.01.0.2.00.00;7411.01.0.2.00.00;;;;;;24000000000002366;1;
7411.01.0.3.00.00;RECEITA AGROPECUÁRIA - DÍVIDA ATIVA;7;;741101030000;RECEITA AGROPECUÁRIA – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7411.01.0.3.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.3.00.00;7411.01.0.3.00.00;7411.01.0.3.00.00;;;;;;24000000000002367;1;
7411.01.0.4.00.00;RECEITA AGROPECUÁRIA - DÍVIDA ATIVA MULTAS E JUROS;7;;741101040000;RECEITA AGROPECUÁRIA – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7411.01.0.4.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.4.00.00;7411.01.0.4.00.00;7411.01.0.4.00.00;;;;;;24000000000002368;1;
7411.01.0.5.00.00;RECEITA AGROPECUÁRIA - MULTAS;7;;741101050000;RECEITA AGROPECUÁRIA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7411.01.0.5.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.5.00.00;7411.01.0.5.00.00;7411.01.0.5.00.00;;;;;;24000000000002369;1;
7411.01.0.6.00.00;RECEITA AGROPECUÁRIA - JUROS;7;;741101060000;RECEITA AGROPECUÁRIA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7411.01.0.6.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.6.00.00;7411.01.0.6.00.00;7411.01.0.6.00.00;;;;;;24000000000002370;1;
7411.01.0.7.00.00;RECEITA AGROPECUÁRIA -DÍVIDA ATIVA MULTAS;7;;741101070000;RECEITA AGROPECUÁRIA – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7411.01.0.7.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.7.00.00;7411.01.0.7.00.00;7411.01.0.7.00.00;;;;;;24000000000002371;1;
7411.01.0.8.00.00;RECEITA AGROPECUÁRIA -DÍVIDA ATIVA JUROS;7;;741101080000;RECEITA AGROPECUÁRIA – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7411.01.0.8.00.00;;;;;7000.00.0.0.00.00;7400.00.0.0.00.00;7410.00.0.0.00.00;7411.00.0.0.00.00;7411.01.0.0.00.00;7411.01.0.0.00.00;7411.01.0.8.00.00;7411.01.0.8.00.00;7411.01.0.8.00.00;;;;;;24000000000002372;1;
7500.00.0.0.00.00;RECEITA INDUSTRIAL (INTRA);2;;750000000000;RECEITA INDUSTRIAL – INTRA OFSS;S;S;S;7500.00.0.0.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7500.00.0.0.00.00;7500.00.0.0.00.00;7500.00.0.0.00.00;7500.00.0.0.00.00;7500.00.0.0.00.00;7500.00.0.0.00.00;7500.00.0.0.00.00;;;;;;24000000000002373;1;
7510.00.0.0.00.00;RECEITA INDUSTRIAL (INTRA);3;;751000000000;RECEITA INDUSTRIAL – INTRA OFSS;S;S;S;7510.00.0.0.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7510.00.0.0.00.00;7510.00.0.0.00.00;7510.00.0.0.00.00;7510.00.0.0.00.00;7510.00.0.0.00.00;7510.00.0.0.00.00;;;;;;24000000000002374;1;
7511.00.0.0.00.00;RECEITA INDUSTRIAL (INTRA);4;;751100000000;RECEITA INDUSTRIAL – INTRA OFSS;S;S;S;7511.00.0.0.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.00.0.0.00.00;7511.00.0.0.00.00;7511.00.0.0.00.00;7511.00.0.0.00.00;7511.00.0.0.00.00;;;;;;24000000000002375;1;
7511.01.0.0.00.00;RECEITA INDUSTRIAL (INTRA);5;;751101000000;RECEITA INDUSTRIAL – INTRA OFSS;S;S;S;7511.01.0.0.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;;;;;;24000000000002376;1;
7511.01.0.1.00.00;RECEITA INDUSTRIAL - PRINCIPAL;7;;751101010000;RECEITA INDUSTRIAL – PRINCIPAL – INTRA OFSS;S;A;S;7511.01.0.1.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.1.00.00;7511.01.0.1.00.00;7511.01.0.1.00.00;;;;;;24000000000002377;1;
7511.01.0.2.00.00;RECEITA INDUSTRIAL - MULTAS E JUROS DE MORA;7;;751101020000;RECEITA INDUSTRIAL – MULTAS E JUROS – INTRA OFSS;S;A;S;7511.01.0.2.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.2.00.00;7511.01.0.2.00.00;7511.01.0.2.00.00;;;;;;24000000000002378;1;
7511.01.0.3.00.00;RECEITA INDUSTRIAL - DÍVIDA ATIVA;7;;751101030000;RECEITA INDUSTRIAL – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7511.01.0.3.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.3.00.00;7511.01.0.3.00.00;7511.01.0.3.00.00;;;;;;24000000000002379;1;
7511.01.0.4.00.00;RECEITA INDUSTRIAL -DÍVIDA ATIVA MULTAS E JUROS;7;;751101040000;RECEITA INDUSTRIAL – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7511.01.0.4.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.4.00.00;7511.01.0.4.00.00;7511.01.0.4.00.00;;;;;;24000000000002380;1;
7511.01.0.5.00.00;RECEITA INDUSTRIAL - MULTAS;7;;751101050000;RECEITA INDUSTRIAL – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7511.01.0.5.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.5.00.00;7511.01.0.5.00.00;7511.01.0.5.00.00;;;;;;24000000000002381;1;
7511.01.0.6.00.00;RECEITA INDUSTRIAL - JUROS;7;;751101060000;RECEITA INDUSTRIAL – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7511.01.0.6.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.6.00.00;7511.01.0.6.00.00;7511.01.0.6.00.00;;;;;;24000000000002382;1;
7511.01.0.7.00.00;RECEITA INDUSTRIAL -DÍVIDA ATIVA MULTAS;7;;751101070000;RECEITA INDUSTRIAL – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7511.01.0.7.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.7.00.00;7511.01.0.7.00.00;7511.01.0.7.00.00;;;;;;24000000000002383;1;
7511.01.0.8.00.00;RECEITA INDUSTRIAL -DÍVIDA ATIVA JUROS;7;;751101080000;RECEITA INDUSTRIAL – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7511.01.0.8.00.00;;;;;7000.00.0.0.00.00;7500.00.0.0.00.00;7510.00.0.0.00.00;7511.00.0.0.00.00;7511.01.0.0.00.00;7511.01.0.0.00.00;7511.01.0.8.00.00;7511.01.0.8.00.00;7511.01.0.8.00.00;;;;;;24000000000002384;1;
7600.00.0.0.00.00;RECEITA DE SERVIÇOS (INTRA);2;;760000000000;RECEITA DE SERVIÇOS – INTRA OFSS;S;S;S;7600.00.0.0.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7600.00.0.0.00.00;7600.00.0.0.00.00;7600.00.0.0.00.00;7600.00.0.0.00.00;7600.00.0.0.00.00;7600.00.0.0.00.00;7600.00.0.0.00.00;;;;;;24000000000002385;1;
7610.00.0.0.00.00;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS (INTRA);3;;761000000000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS – INTRA OFSS;S;S;S;7610.00.0.0.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7610.00.0.0.00.00;7610.00.0.0.00.00;7610.00.0.0.00.00;7610.00.0.0.00.00;7610.00.0.0.00.00;7610.00.0.0.00.00;;;;;;24000000000002386;1;
7611.00.0.0.00.00;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS (INTRA);4;;761100000000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS – INTRA OFSS;S;S;S;7611.00.0.0.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.00.0.0.00.00;7611.00.0.0.00.00;7611.00.0.0.00.00;7611.00.0.0.00.00;7611.00.0.0.00.00;;;;;;24000000000002387;1;
7611.01.0.0.00.00;SERV.ADM.COM.GERAIS PREST.ENTID.ÓRGÃOS PÚBL.GERAL (INTRA);5;;761101000000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – INTRA OFSS;S;S;S;7611.01.0.0.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;;;;;;24000000000002388;1;
7611.01.0.1.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-PRINCIPAL;7;;761101010000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – PRINCIPAL – INTRA OFSS;S;A;S;7611.01.0.1.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.1.00.00;7611.01.0.1.00.00;7611.01.0.1.00.00;;;;;;24000000000002389;1;
7611.01.0.2.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-MULTAS JUROS;7;;761101020000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – MULTAS E JUROS – INTRA OFSS;S;A;S;7611.01.0.2.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.2.00.00;7611.01.0.2.00.00;7611.01.0.2.00.00;;;;;;24000000000002390;1;
7611.01.0.3.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-DIVIDA ATIVA;7;;761101030000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7611.01.0.3.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.3.00.00;7611.01.0.3.00.00;7611.01.0.3.00.00;;;;;;24000000000002391;1;
7611.01.0.4.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-D.ATIVA MULTAS JUROS;7;;761101040000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7611.01.0.4.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.4.00.00;7611.01.0.4.00.00;7611.01.0.4.00.00;;;;;;24000000000002392;1;
7611.01.0.5.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-MULTAS;7;;761101050000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7611.01.0.5.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.5.00.00;7611.01.0.5.00.00;7611.01.0.5.00.00;;;;;;24000000000002393;1;
7611.01.0.6.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-JUROS;7;;761101060000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7611.01.0.6.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.6.00.00;7611.01.0.6.00.00;7611.01.0.6.00.00;;;;;;24000000000002394;1;
7611.01.0.7.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-D.ATIVA MULTAS;7;;761101070000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – DÍVIDA ATIVA – MULTAS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7611.01.0.7.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.7.00.00;7611.01.0.7.00.00;7611.01.0.7.00.00;;;;;;24000000000002395;1;
7611.01.0.8.00.00;SERV.ADM.COM.GER.PREST.ENTID.ORG.PÚBL.-D.ATIVA JUROS;7;;761101080000;SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL – DÍVIDA ATIVA – JUROS COM DESTINAÇÃO DIFERENCIADA POR LEGISLAÇÃO PERTINENTE – INTRA OFSS;S;A;S;7611.01.0.8.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.01.0.0.00.00;7611.01.0.0.00.00;7611.01.0.8.00.00;7611.01.0.8.00.00;7611.01.0.8.00.00;;;;;;24000000000002396;1;
7611.02.0.0.00.00;INSCRIÇÃO EM CONCURSOS E PROCESSOS SELETIVOS (INTRA);5;;761102000000;INSCRIÇÃO EM CONCURSOS E PROCESSOS SELETIVOS – INTRA OFSS;S;S;S;7611.02.0.0.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;;;;;;24000000000002397;1;
7611.02.0.1.00.00;INSC.CONC.PROC.SELETIVOS–PRINCIPAL;7;;761102010000;INSCRIÇÃO EM CONCURSOS E PROCESSOS SELETIVOS – PRINCIPAL – INTRA OFSS;S;A;S;7611.02.0.1.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;7611.02.0.1.00.00;7611.02.0.1.00.00;7611.02.0.1.00.00;;;;;;24000000000002398;1;
7611.02.0.2.00.00;INSC.CONC.PROC.SELETIVOS–MULTAS JUROS;7;;761102020000;INSCRIÇÃO EM CONCURSOS E PROCESSOS SELETIVOS – MULTAS E JUROS – INTRA OFSS;S;A;S;7611.02.0.2.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;7611.02.0.2.00.00;7611.02.0.2.00.00;7611.02.0.2.00.00;;;;;;24000000000002399;1;
7611.02.0.3.00.00;INSC.CONC.PROC.SELETIVOS–DIVIDA ATIVA;7;;761102030000;INSCRIÇÃO EM CONCURSOS E PROCESSOS SELETIVOS – DÍVIDA ATIVA – INTRA OFSS;S;A;S;7611.02.0.3.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;7611.02.0.3.00.00;7611.02.0.3.00.00;7611.02.0.3.00.00;;;;;;24000000000002400;1;
7611.02.0.4.00.00;INSC.CONC.PROC.SELETIVOS–D.ATIVA MULTAS JUROS;7;;761102040000;INSCRIÇÃO EM CONCURSOS E PROCESSOS SELETIVOS – DÍVIDA ATIVA – MULTAS E JUROS – INTRA OFSS;S;A;S;7611.02.0.4.00.00;;;;;7000.00.0.0.00.00;7600.00.0.0.00.00;7610.00.0.0.00.00;7611.00.0.0.00.00;7611.02.0.0.00.00;7611.02.0.0.00.00;7611.02.0.4.00.00;7611.02.0.4.00.00;7611.02.0.4.00.00;;;;;;24000000000002401;1;
